Jun 17 2021 12:24:35 FW23 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 7.29.113.66 to 88.58.101.222 on interface GigabitEthernet0/3	0
Jun 17 2021 12:24:35 FW15 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 132.77.107.100 to 81.22.5.103 on interface GigabitEthernet0/5	0
Jun 17 2021 12:24:36 FW21 : %ASA-4-400037: IPS:6053 DNS Request for All Records 153.216.91.9 to 64.244.6.22 on interface GigabitEthernet0/2	0
Jun 17 2021 12:24:36 FW02 : %ASA-5-718010: Sent HELLO response to 143.10.122.146	0
Jun 17 2021 12:24:36 FW11 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 3.246.9.215 to 159.169.50.17 on interface GigabitEthernet0/3	0
Jun 17 2021 12:24:36 FW15 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 142.187.84.174 to 91.158.237.240 on interface GigabitEthernet0/5	0
Jun 17 2021 12:24:36 FW12 : %ASA-6-611101: User authentication succeeded: IP, 207.143.58.162 : Uname: user3	0
Jun 17 2021 12:24:36 FW05 : %ASA-6-302003: Built H245 connection for foreign_address 221.124.109.55/55297 local_address 172.23.68.68 /54069	0
Jun 17 2021 12:24:36 FW03 : %ASA-4-400034: IPS:6050 DNS HINFO Request 165.101.234.96 to 59.82.205.220 on interface GigabitEthernet0/1	0
Jun 17 2021 12:24:37 FW04 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	0
Jun 17 2021 12:24:37 FW00 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	0
Jun 17 2021 12:24:37 FW07 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 174.19.29.65 to 9.47.17.174 on interface GigabitEthernet0/0	0
Jun 17 2021 12:24:37 FW00 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 150.56.76.54 to 75.172.22.39 on interface GigabitEthernet0/1	0
Jun 17 2021 12:24:37 FW23 : %ASA-4-401001: Shuns cleared	0
Jun 17 2021 12:24:37 FW09 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 118.250.230.38 to 86.180.222.118 on interface GigabitEthernet0/4	0
Jun 17 2021 12:24:37 FW03 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/1 changed state to up	0
Jun 17 2021 12:24:37 FW20 : %ASA-4-716022: Unable to connect to proxy server.	0
Jun 17 2021 12:24:37 FW15 : %ASA-7-710002: UDP access permitted from 62.156.123.252/13521 to GigabitEthernet0/0:41.12.79.86/SMTP	0
Jun 17 2021 12:24:37 FW19 : %ASA-7-710002: UDP access permitted from 152.189.162.46/45207 to GigabitEthernet0/5:37.49.49.105/SMTP	0
Jun 17 2021 12:24:37 FW25 : %ASA-2-106017: Deny IP due to Land Attack from 128.17.181.188 to 218.24.160.43.	1
Jun 17 2021 12:24:38 FW23 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/2 waiting	0
Jun 17 2021 12:24:38 FW10 : %ASA-7-718023: Received KEEPALIVE response from 165.13.137.96	0
Jun 17 2021 12:24:38 FW10 : %ASA-5-750004: Local: 192.168.62.63:22307 Remote: 200.104.95.128:38254 Username: user16 Sending COOKIE challenge to throttle possible DoS	1
Jun 17 2021 12:24:38 FW11 : %ASA-3-319002: Acknowledge for route update for IP address 55.130.247.115 not received.	0
Jun 17 2021 12:24:38 FW20 : %ASA-6-611101: User authentication succeeded: IP, 4.34.246.154 : Uname: user17	0
Jun 17 2021 12:24:38 FW07 : %ASA-4-400037: IPS:6053 DNS Request for All Records 152.93.242.49 to 12.242.61.211 on interface GigabitEthernet0/1	0
Jun 17 2021 12:24:38 FW22 : %ASA-6-611101: User authentication succeeded: IP, 65.63.22.207 : Uname: user15	0
Jun 17 2021 12:24:38 FW24 : %ASA-6-109001: Auth start for user user2 from 172.16.145.196/14031 to 177.168.131.0/53918	0
Jun 17 2021 12:24:38 FW16 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 179.101.212.170 to 12.129.173.91 on interface GigabitEthernet0/1	0
Jun 17 2021 12:24:38 FW25 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/5 , error code = Not responding , will try again.	0
Jun 17 2021 12:24:38 FW22 : %ASA-3-319002: Acknowledge for route update for IP address 59.216.174.236 not received.	0
Jun 17 2021 12:24:38 FW19 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/3 during idb initialization	0
Jun 17 2021 12:24:38 FW24 : %ASA-6-605005: Login permitted from 182.85.239.182/16360 to GigabitEthernet0/5:210.207.188.193/DNS for user user13	0
Jun 17 2021 12:24:39 FW12 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 11.138.175.99 to 10.133.218.0 on interface GigabitEthernet0/0	0
Jun 17 2021 12:24:39 FW20 : %ASA-7-710002: UDP access permitted from 40.185.148.142/3184 to GigabitEthernet0/4:3.219.108.86/DNS	0
Jun 17 2021 12:24:39 FW20 : %ASA-7-713052: User user17 authenticated.	0
Jun 17 2021 12:24:39 FW00 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 107.240.228.157 to 143.248.246.222 on interface GigabitEthernet0/2	0
Jun 17 2021 12:24:39 FW14 : %ASA-6-109005: Authentication succeeded for user user18 from 10.37.186.165/27525 to 193.234.68.166/44450 on interface GigabitEthernet0/4.	0
Jun 17 2021 12:24:39 FW12 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/5: 186.62.17.253/36678 to laddr GigabitEthernet0/0: 10.67.181.80/27355	0
Jun 17 2021 12:24:39 FW13 : %ASA-3-304003: URL Server 11.137.101.98 timed out URL http://cantu.info/	0
Jun 17 2021 12:24:40 FW03 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 18.253.211.222 to 218.40.164.121 on interface GigabitEthernet0/5	0
Jun 17 2021 12:24:40 FW14 : %ASA-4-400013: IPS:2003 ICMP Redirect 87.46.135.159 to 112.90.152.242 on interface GigabitEthernet0/1	0
Jun 17 2021 12:24:40 FW11 : %ASA-6-109001: Auth start for user user11 from 10.190.41.197/57571 to 181.58.55.59/11368	0
Jun 17 2021 12:24:40 FW06 : %ASA-6-611101: User authentication succeeded: IP, 110.90.201.109 : Uname: user5	0
Jun 17 2021 12:24:40 FW02 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 173.33.214.149 to 191.163.142.146 on interface GigabitEthernet0/2	0
Jun 17 2021 12:24:40 FW02 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 102.205.12.11 to 21.141.162.159 on interface GigabitEthernet0/4	0
Jun 17 2021 12:24:40 FW19 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	0
Jun 17 2021 12:24:40 FW03 : %ASA-6-109001: Auth start for user user7 from 172.17.182.96/63453 to 117.132.44.50/35083	0
