Oct 13 2021 13:56:08 FW00 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 77.0.131.228 to 60.163.115.33 on interface GigabitEthernet0/3	0
Oct 13 2021 13:56:08 FW24 : %ASA-6-302003: Built H245 connection for foreign_address 200.248.204.217/61870 local_address 172.31.111.206 /19844	0
Oct 13 2021 13:56:08 FW11 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 139.157.120.83 to 93.100.224.95 on interface GigabitEthernet0/0	0
Oct 13 2021 13:56:08 FW18 : %ASA-4-209003: Fragment database limit of number exceeded: src = 10.158.107.2 , dest = 151.245.61.80 , proto = ICMP , id = 3664	1
Oct 13 2021 13:56:08 FW14 : %ASA-3-304003: URL Server 27.147.66.68 timed out URL http://ramsey.org/	0
Oct 13 2021 13:56:09 FW05 : %ASA-1-101001: (Primary) Failover cable OK.	0
Oct 13 2021 13:56:09 FW19 : %ASA-7-718021: Sent KEEPALIVE response to 174.228.182.126	0
Oct 13 2021 13:56:09 FW12 : %ASA-6-302003: Built H245 connection for foreign_address 89.191.210.235/15008 local_address 192.168.255.63 /21508	0
Oct 13 2021 13:56:09 FW00 : %ASA-4-400012: IPS:2002 ICMP Source Quench 179.120.109.167 to 72.62.184.132 on interface GigabitEthernet0/4	0
Oct 13 2021 13:56:09 FW13 : %ASA-4-400014: IPS:2004 ICMP Echo Request 141.124.24.20 to 195.19.105.33 on interface GigabitEthernet0/5	0
Oct 13 2021 13:56:09 FW09 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 1.12.5.60 to 90.172.23.78 on interface GigabitEthernet0/3	0
Oct 13 2021 13:56:09 FW16 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 36.94.29.126 to 169.0.215.34 on interface GigabitEthernet0/1	0
Oct 13 2021 13:56:09 FW23 : %ASA-6-109001: Auth start for user user9 from 172.20.185.52/49913 to 109.146.207.100/50337	0
Oct 13 2021 13:56:10 FW17 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 214.150.184.49 to 168.61.229.104 on interface GigabitEthernet0/4	0
Oct 13 2021 13:56:10 FW03 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 66.115.114.73 to 195.160.58.78 on interface GigabitEthernet0/4	0
Oct 13 2021 13:56:10 FW11 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 108.180.74.243 to 222.148.111.40 on interface GigabitEthernet0/5	0
Oct 13 2021 13:56:10 FW25 : %ASA-4-400036: IPS:6052 DNS Zone Transfer from High Port 51.78.42.111 to 19.93.80.73 on interface GigabitEthernet0/0	0
Oct 13 2021 13:56:10 FW18 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	0
Oct 13 2021 13:56:10 FW05 : %ASA-6-109001: Auth start for user user3 from 192.168.112.10/9858 to 194.171.37.157/64017	0
Oct 13 2021 13:56:10 FW22 : %ASA-7-718021: Sent KEEPALIVE response to 148.75.90.157	0
Oct 13 2021 13:56:10 FW08 : %ASA-3-304003: URL Server 188.100.131.13 timed out URL https://www.lewis.com/	0
Oct 13 2021 13:56:11 FW21 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 193.31.143.240 to 128.76.85.140 on interface GigabitEthernet0/2	0
Oct 13 2021 13:56:11 FW22 : %ASA-4-400020: IPS:2010 ICMP Information Reply 8.219.143.202 to 146.175.44.206 on interface GigabitEthernet0/5	0
Oct 13 2021 13:56:11 FW05 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 73.1.252.105 to 87.107.185.119 on interface GigabitEthernet0/0	0
Oct 13 2021 13:56:11 FW02 : %ASA-6-605005: Login permitted from 159.230.177.45/51524 to GigabitEthernet0/1:168.102.137.182/NTP for user user15	0
Oct 13 2021 13:56:11 FW04 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 13.34.44.193 to 72.90.252.41 on interface GigabitEthernet0/1	0
